"","e9-set3","e9-set5","e9-set6","e14-set2b","e14-set3b","e14-set5"
"ENSMUSG00000051951",5.05326211770833,4.98348061750836,4.94408439991264,5.29233056299808,5.35172773054327,5.26965279842723
"ENSMUSG00000025902",8.14734656644499,8.24120439078202,8.23710492845505,8.48737238587067,8.38889695490782,8.86917665097643
"ENSMUSG00000103922",4.38338297394452,4.27017994706294,4.26159756868758,4.51069868953414,4.32713874727816,4.32219622001164
"ENSMUSG00000033845",11.2358685063897,11.1089908867262,11.1288148276166,10.7412551697184,10.7484844094303,10.8303629934584
"ENSMUSG00000102275",4.77297695987547,4.60374646103477,4.56302960845539,4.55440361885803,4.43569965490109,4.42094869632311
"ENSMUSG00000025903",11.9963061190246,11.6886169572747,11.6996931404104,11.7771015900278,11.5581088417123,11.5706963970527
"ENSMUSG00000033813",12.0197602538103,11.9592233199864,11.9919134821886,11.9340112514151,11.7467649221217,11.7103343705185
"ENSMUSG00000062588",4.86539480053938,4.70214722697138,4.75908796365317,4.84471663591687,4.81637022220478,4.78305750646078
"ENSMUSG00000033793",10.8693111114406,10.7084919178251,10.7434797092817,10.7232748017418,10.6032422167,10.5003209135588
"ENSMUSG00000025905",6.97075768392702,7.08891359511913,6.86416060289662,6.23695034076757,6.17681664099697,6.10174058574228
"ENSMUSG00000025907",10.7528219536504,10.7490136046729,10.7896023913341,10.8369954503456,10.66344583382,10.5495421931425
"ENSMUSG00000090031",7.5809224549807,7.57282204164168,7.73304594406869,7.6049504852684,7.53872691704494,7.52715808391034
"ENSMUSG00000051285",10.3822745820467,10.3766806548074,10.3198709711503,10.7388721634251,10.5741448533387,10.5301356858101
"ENSMUSG00000103509",5.60909790875205,6.12690815002275,6.17417372034653,6.01345573252653,6.1774626118977,6.03777998185475
"ENSMUSG00000048538",3.83510109467661,3.83504057674415,3.83676739206716,3.87905866296895,3.81258995853055,3.84883097429419
"ENSMUSG00000097797",4.49848345601436,4.4070706506485,4.42744922703348,4.38404718296222,4.44700635644122,4.38350161836204
"ENSMUSG00000025909",3.85737443341057,3.8186243130856,3.81875502485829,4.13822557779112,3.9379860895078,4.16322004990971
"ENSMUSG00000061024",10.892759163773,10.9433007442456,10.9009482999829,10.262651650139,10.3756500023948,10.3289394526233
"ENSMUSG00000025911",6.05364764364343,5.97928571047014,5.92885620085387,6.73748154673987,6.75906340216961,7.02786730609505
"ENSMUSG00000079671",4.44438781263063,4.46020133262803,4.48377704777474,4.78434711071473,4.70799557878327,4.90811044957003
"ENSMUSG00000025912",8.07255996286962,7.94777493715953,8.04881976099757,8.53556665489776,8.56014695531944,8.24922054954554
"ENSMUSG00000045210",10.465026404912,10.4906731364811,10.576757293418,10.466406860951,10.3641634300785,10.2065888414719
"ENSMUSG00000097893",5.07022855201138,5.35517571208583,5.26931546177728,5.33025319077416,5.27307181154064,5.34998943903911
"ENSMUSG00000025915",8.76016071359219,8.68420227486799,8.52643788677198,9.14546519160537,9.10012463623608,9.10633571208424
"ENSMUSG00000046101",4.62203476253077,4.6257720624411,4.58063645156799,4.45698892485743,4.4583343877764,4.49339614916078
"ENSMUSG00000098234",9.48928526517979,9.41282360051273,9.36922225894228,8.8848145218598,9.17581004508816,9.11425832533525
"ENSMUSG00000099032",7.77627518009117,7.83416995728703,7.89552030802153,7.76410262390957,7.63518342240683,7.70499526686493
"ENSMUSG00000025917",12.1561708564448,12.0645902832641,12.0463529443823,11.9195203105823,11.9983012948557,11.9072372239094
"ENSMUSG00000056763",9.74737340673942,9.85711380932018,9.88931960622497,9.52369479369356,9.58764298484785,9.47230871524958
"ENSMUSG00000067851",11.9976929561793,12.2086861981314,12.2998764421072,11.9047598368371,11.8062742625829,11.7101033100436
"ENSMUSG00000048960",9.0658139460467,9.30273927949385,9.47945060331992,9.37152303464038,9.3588284297467,9.27173580139243
"ENSMUSG00000057715",3.68859785718633,3.59611453012239,3.56287187087494,3.72013405486133,3.72661056904695,3.79771689900602
"ENSMUSG00000016918",10.4426505850393,10.5763465206748,10.443331617059,11.6334998825736,11.7243837787692,11.6395752510433
"ENSMUSG00000025938",7.08963615059934,7.38603914023939,7.15392099451643,6.69021805753601,6.73370614640218,6.66203745394194
"ENSMUSG00000005886",10.972428313763,11.4015471296679,11.3696862740137,11.2313368704423,11.1826368114767,11.179248997224
"ENSMUSG00000025935",11.7119307450674,11.5188434727359,11.5202699060284,11.5181330422036,11.3557420220371,11.3850992841941
"ENSMUSG00000025937",9.85578964294825,9.82102491590134,9.71858506880269,9.61243301043027,9.61181368774514,9.43354503534468
"ENSMUSG00000025932",6.09429462198574,6.26055598020966,6.24134197302403,6.4089732373432,6.34419738813254,6.35348429595315
"ENSMUSG00000025930",4.55146178907848,4.57999269629948,4.55354574239312,5.10609808948827,4.95095197122933,5.29929510709381
"ENSMUSG00000032769",4.48358644803346,4.49847276374333,4.48638621396521,4.99740029936502,4.95956784726833,4.94766257187579
"ENSMUSG00000092083",4.36171623772665,4.52476522631171,4.43862920630576,4.47858002929295,4.5541205930095,4.51685825809119
"ENSMUSG00000025925",9.61674525892687,9.53299225283826,9.48484386190719,9.22801567423559,9.35299863260876,9.24903451962672
"ENSMUSG00000043716",14.7143393737744,14.6483773623109,14.6428151861551,14.4325759788502,14.3059334591218,14.3229917477461
"ENSMUSG00000025921",8.03169649634984,8.02627432425751,7.91781537101891,8.39211626112643,8.27453379782969,8.32738745421498
"ENSMUSG00000025920",9.93230792943223,9.88420237031108,9.87182073074143,10.4040935898392,10.3711893259942,10.3632910763433
"ENSMUSG00000025939",10.1085008069655,9.66101119350139,9.74821948809019,10.1510010115063,10.0665864137709,9.80213785366354
"ENSMUSG00000079658",12.0950981573369,11.7667853003511,11.7640730272042,11.6734705237064,11.8465012085838,11.7777316064488
"ENSMUSG00000025940",10.7392438737914,10.7099853174991,10.5853534703721,10.8511134771896,10.7519625146927,10.8976096837297
"ENSMUSG00000025779",6.37439065133367,6.11500052893222,6.10328411598393,6.51630806526321,6.58238741516011,6.52227905324718
"ENSMUSG00000042686",8.73880152169801,8.86478082670426,8.82256847105713,9.21019854273117,9.23764635004456,9.23279471931076
"ENSMUSG00000025777",5.35956254689655,5.11602213864201,5.13846131862122,5.26103194028357,5.51015318715658,5.57106955741625
"ENSMUSG00000067780",5.99522972387562,6.11075294308335,6.03807401124507,6.94076126164624,6.82678927582373,6.83856497941407
"ENSMUSG00000025776",8.02999621357359,8.13045742583865,8.06388997407196,8.16405381332661,8.00660630175297,7.75013890695009
"ENSMUSG00000041859",12.5941808210723,12.6604682868458,12.7067422856452,12.0436231920333,12.0244541709026,12.0095957570074
"ENSMUSG00000097934",3.38375594307228,3.43779352803579,3.33035504515213,3.39495751430713,3.39747632103461,3.41498835863397
"ENSMUSG00000025931",7.84310710711278,7.90362111566595,7.77838851337312,8.19335586836695,8.16243807993435,8.0964338624597
"ENSMUSG00000041809",4.42267061589589,4.42220102826257,4.4042202261217,4.61531646218197,4.56479261749843,4.6011786993977
"ENSMUSG00000041779",9.37074615103773,9.47273132622122,9.48247274574745,9.48470770829625,9.52854848037741,9.45148481595312
"ENSMUSG00000025933",7.6878786757588,7.47637814165219,7.53659180439116,7.65307291178159,7.61559817803647,7.50844901811725
"ENSMUSG00000025934",3.53237773468233,3.47311327329223,3.46184565527005,3.68694140535649,3.6071499561769,3.68198427312915
"ENSMUSG00000028033",9.28350043170758,9.53506002746347,9.42716120401521,9.23042477631916,9.24684844323335,9.19450527718532
"ENSMUSG00000082935",3.91590573853612,3.84429091130827,3.8652667097362,3.88342540423197,3.91012871418334,3.87793797064845
"ENSMUSG00000097109",3.65045789412469,3.7236273285729,3.7348463554921,3.72018136956336,3.72831931239004,3.76379558213738
"ENSMUSG00000041670",6.80627372728331,6.40189756008423,6.28819139142681,6.94520600261047,7.00044592319456,7.04460184503612
"ENSMUSG00000097970",5.70394679955762,5.69204178849788,5.68329622866342,5.65261404688385,5.7110512540653,5.47616450079458
"ENSMUSG00000026158",9.59686280342599,9.30455168737719,9.1606729612308,9.6974007462267,9.59171635098727,9.54094302478469
"ENSMUSG00000026156",6.11389506293991,6.12037876230648,6.21021266011342,6.12842714525668,6.11869298493679,6.00166671818115
"ENSMUSG00000026155",10.0594304411344,10.0418558314792,10.0824545160896,10.0335141555386,9.88514754647863,9.98808377521617
"ENSMUSG00000026154",9.14205220364022,8.92903719192205,9.01779109011991,9.07290354139182,9.13210759522709,9.27060274099293
"ENSMUSG00000026153",10.5897350476715,10.7920810977191,10.8215823524503,10.9332225607599,10.8569805184317,10.7142168661506
"ENSMUSG00000026147",8.32383734412495,8.28141599353217,8.23554162371246,9.43799063884434,9.003440854143,8.81186627276021
"ENSMUSG00000100131",6.93059332285425,6.6330849587944,6.60802576745252,7.53759139048913,7.15523551180697,7.35267722877478
"ENSMUSG00000067736",5.45013023185864,5.33601565943748,5.18298893002511,5.60918135588007,5.56791446634452,5.59705777125433
"ENSMUSG00000101939",6.45277911214223,5.94037420982553,5.6792965687982,6.05113863839709,5.95249430517568,6.17068670660166
"ENSMUSG00000101111",7.53866087153955,6.83226089716215,6.88591641550138,8.12719521476097,7.75412189062149,7.77772715719811
"ENSMUSG00000100862",8.04245190957231,7.39211853961218,7.34135915154711,8.43997312882813,8.175315392658,8.18141207379574
"ENSMUSG00000102070",7.69033214046218,7.11012953870653,7.03011985998041,7.98058557836358,7.89318718084023,7.89400475023265
"ENSMUSG00000101249",6.79085791498288,6.23351174435411,6.24723282406463,7.16338536662831,7.19652889724903,6.96753833438766
"ENSMUSG00000073725",9.8101787621179,9.77071525983584,9.83226800807576,9.94582342323681,9.89652582227093,9.89004524442122
"ENSMUSG00000033569",5.22243612250056,4.96244679647486,4.97451774663452,5.25217716322051,5.21633895378056,5.32257851034765
"ENSMUSG00000086240",6.6319819333585,6.12975453538804,6.02984937415441,6.24859473863246,6.19257663971523,6.15620649676296
"ENSMUSG00000099492",4.76666155521586,4.75537063456626,4.72630489563453,4.70030391218248,4.62174387186535,4.61259344177368
"ENSMUSG00000048874",11.3815093560815,11.6084676847911,11.6514912281871,11.5208821313749,11.5382168273173,11.3654506527704
"ENSMUSG00000026064",11.0048774421398,10.7979800903395,10.8720282637502,10.9975427679614,10.8177482324957,10.8281314342911
"ENSMUSG00000026058",4.88943762439941,4.76544948265522,4.63957221789847,4.90727979031041,5.0104381503889,5.03173773238256
"ENSMUSG00000026134",9.78832880138771,9.74875969559479,9.82565252046315,9.47062847338145,9.39738163599091,9.39939013743529
"ENSMUSG00000103746",4.41183654608886,4.45178575812505,4.39562463437003,4.30849757255107,4.34352616443381,4.36049428118169
"ENSMUSG00000004768",9.37772076916477,9.44880638402956,9.49317734557861,9.38951828026365,9.40986327643551,9.2513247824599
"ENSMUSG00000042215",11.3253454829956,11.4426532680531,11.5268718193651,11.0144931115892,10.9933422904804,11.0294212391753
"ENSMUSG00000042197",10.6025606703044,10.7293088036229,10.6943874080726,10.6880308106625,10.5795727776967,10.4686694949385
"ENSMUSG00000042182",7.19101712880629,6.98826885020686,6.88247789481921,7.80564515269738,7.76922746691224,7.93799667093708
"ENSMUSG00000026131",11.3802562330423,12.0948388281211,12.1497348677974,11.9187779111731,12.1870459729621,11.9302703438497
"ENSMUSG00000096992",4.2724177661819,4.41300825311041,4.37437178290105,4.29109015626268,4.35561652347883,4.30419532709664
"ENSMUSG00000101462",4.02105962822491,4.03049035858133,3.94250936633683,4.09093939277545,4.10724197518953,4.07851756205957
"ENSMUSG00000102336",6.47577580840755,6.8901433060871,6.78117053934961,6.82298634553276,6.82302805837849,6.92597425238753
"ENSMUSG00000042111",10.4214392286648,10.3538207265058,10.3669398526858,10.3000565091054,10.3088280222865,10.1667799734827
"ENSMUSG00000026127",11.4114842828433,11.39616403867,11.4178953565216,11.0362831198787,10.9813795382243,11.0522271599441
"ENSMUSG00000026126",6.29111391146693,6.23082556486749,6.34688758074802,6.49267278130685,6.52351751559515,6.72664136503941
"ENSMUSG00000100280",3.90968751788602,3.94637200398533,3.85038032497658,4.01951790115931,3.93604937479863,3.93225979657942
"ENSMUSG00000026124",5.12013108758768,5.17177270686192,5.38771711980852,4.61224257222464,4.62121485200554,4.63135595490087
"ENSMUSG00000045174",4.13571656973874,4.05056218933393,4.09945240561834,4.04908844874192,4.04404887783083,4.15107375335132
"ENSMUSG00000037509",8.34420536680295,8.36632037291424,8.45388338747087,8.80730786763898,8.85997850982433,8.73973061125864
"ENSMUSG00000104002",5.40437433939285,5.40012464170281,5.29520749138402,5.39850437150405,5.39997326978852,5.29904422850478
"ENSMUSG00000037503",12.5410214247936,12.6888715332597,12.6345457638957,12.7432229451043,12.6901312253772,12.7194193517171
"ENSMUSG00000104358",4.34660261719919,4.66469842599186,4.614591835758,4.45079377355769,4.45799615268608,4.52830899922395
