"","e9-set3","e9-set5","e9-set6","e16-set3","e16-set4","e16-set5","e16-set6"
"ENSMUSG00000103629",0,0,0,0,0,0,0
"ENSMUSG00000051285",1215,1115,1027,1467,1643,1709,1380
"ENSMUSG00000098201",1,0,0,0,0,0,0
"ENSMUSG00000103509",9,74,81,19,50,42,22
"ENSMUSG00000048538",13,12,12,4,9,6,9
"ENSMUSG00000103709",0,0,0,0,0,0,0
"ENSMUSG00000077244",0,0,0,0,0,0,0
"ENSMUSG00000102768",0,0,0,0,0,0,0
"ENSMUSG00000097797",30,17,19,10,20,17,19
"ENSMUSG00000103498",0,0,0,0,0,0,0
"ENSMUSG00000103067",0,1,3,0,0,0,1
"ENSMUSG00000102320",0,0,0,0,0,0,0
"ENSMUSG00000104226",0,1,0,0,1,0,0
"ENSMUSG00000103903",0,0,0,0,0,0,1
"ENSMUSG00000103557",0,0,0,0,0,0,0
"ENSMUSG00000025909",4,0,0,22,47,34,45
"ENSMUSG00000102647",0,0,0,0,0,0,0
"ENSMUSG00000086235",0,0,1,0,0,0,0
"ENSMUSG00000102253",0,0,0,0,0,0,0
"ENSMUSG00000093970",0,0,0,0,0,0,0
"ENSMUSG00000103884",0,0,0,0,0,0,0
"ENSMUSG00000084353",15,6,5,5,6,3,7
"ENSMUSG00000103933",2,0,0,1,0,1,1
"ENSMUSG00000076135",1,0,1,1,1,1,2
"ENSMUSG00000086195",0,0,0,0,0,0,0
"ENSMUSG00000104504",0,0,0,0,0,0,0
"ENSMUSG00000066693",0,1,0,1,0,0,1
"ENSMUSG00000102316",0,0,1,0,0,0,0
"ENSMUSG00000103819",0,0,0,0,0,0,0
"ENSMUSG00000102871",0,0,0,0,0,0,0
"ENSMUSG00000101571",1,0,0,0,0,1,0
"ENSMUSG00000104428",0,0,0,0,0,0,0
"ENSMUSG00000102272",0,0,0,0,0,0,1
"ENSMUSG00000065625",0,0,0,0,0,0,0
"ENSMUSG00000103411",1,0,0,1,1,0,0
"ENSMUSG00000061024",2041,1992,1874,1078,1253,1100,1245
"ENSMUSG00000025911",31,21,16,1029,954,795,854
"ENSMUSG00000079671",4,5,7,33,52,40,27
"ENSMUSG00000081441",3,4,4,5,5,1,3
"ENSMUSG00000067879",10,0,1,19,27,15,30
"ENSMUSG00000099827",0,0,0,0,0,0,0
"ENSMUSG00000025912",226,170,198,347,331,325,248
"ENSMUSG00000045210",1374,1307,1419,1072,1073,1198,950
"ENSMUSG00000097893",12,45,33,16,41,24,33
"ENSMUSG00000025915",383,319,251,733,547,727,667
"ENSMUSG00000046334",1,1,1,1,0,0,0
"ENSMUSG00000088916",0,0,0,0,0,0,0
"ENSMUSG00000046101",33,31,25,10,9,7,3
"ENSMUSG00000098234",781,659,616,507,470,423,424
"ENSMUSG00000093178",8,11,14,0,6,1,1
"ENSMUSG00000099032",211,213,230,67,105,102,75
"ENSMUSG00000104025",3,1,6,4,0,4,0
"ENSMUSG00000025916",0,0,0,1,1,2,0
"ENSMUSG00000087199",0,0,0,0,0,0,0
"ENSMUSG00000095780",0,2,0,0,0,0,0
"ENSMUSG00000025917",4616,3859,3726,3533,3554,3503,3834
"ENSMUSG00000056763",850,893,913,460,558,578,348
"ENSMUSG00000102356",0,0,0,0,0,0,0
"ENSMUSG00000067851",3925,4557,4945,2514,3016,3448,2835
"ENSMUSG00000088153",0,4,4,2,1,0,0
"ENSMUSG00000102556",0,0,2,2,1,0,0
"ENSMUSG00000042501",0,0,0,2,0,1,0
"ENSMUSG00000103810",0,0,0,0,0,0,0
"ENSMUSG00000083422",0,2,0,0,1,1,0
"ENSMUSG00000094979",0,0,0,0,0,0,0
"ENSMUSG00000081417",0,0,0,0,1,1,0
"ENSMUSG00000103448",0,0,0,0,0,0,1
"ENSMUSG00000100212",1,0,0,0,0,0,0
"ENSMUSG00000100648",0,0,0,0,1,0,0
"ENSMUSG00000088585",0,0,0,0,0,0,0
"ENSMUSG00000048960",444,556,679,423,614,667,565
"ENSMUSG00000077318",0,0,0,0,0,0,0
"ENSMUSG00000101827",0,0,0,0,0,0,0
"ENSMUSG00000103494",0,0,0,0,0,0,0
"ENSMUSG00000057715",13,3,0,19,24,28,33
"ENSMUSG00000103825",0,0,0,1,0,1,0
"ENSMUSG00000099845",0,0,0,0,0,0,0
"ENSMUSG00000103561",0,0,1,0,0,0,0
"ENSMUSG00000101610",1,1,0,0,0,0,0
"ENSMUSG00000093864",0,0,0,0,0,0,0
"ENSMUSG00000098555",0,0,0,0,0,0,0
"ENSMUSG00000097628",2,2,1,0,0,3,0
"ENSMUSG00000098163",0,0,1,0,0,0,0
"ENSMUSG00000097171",0,0,0,0,0,0,0
"ENSMUSG00000101314",0,0,0,0,0,0,0
"ENSMUSG00000016918",971,1061,884,3490,4002,4644,4029
"ENSMUSG00000025938",151,222,153,54,52,61,66
"ENSMUSG00000104518",0,0,0,0,0,0,0
"ENSMUSG00000069620",0,0,0,0,0,0,0
"ENSMUSG00000099498",0,0,0,0,0,0,0
"ENSMUSG00000042414",0,0,0,0,0,0,0
"ENSMUSG00000005886",1715,2571,2446,1845,2494,2383,2336
"ENSMUSG00000103506",3,2,3,0,0,2,0
"ENSMUSG00000103495",0,2,0,0,0,0,0
"ENSMUSG00000099183",0,0,0,0,0,0,0
"ENSMUSG00000102639",0,1,0,0,0,0,0
"ENSMUSG00000104170",0,0,0,0,0,0,0
"ENSMUSG00000087782",0,0,0,0,0,0,0
"ENSMUSG00000103085",0,1,3,1,1,1,3
"ENSMUSG00000102664",8,2,4,0,0,1,1
"ENSMUSG00000101476",4,0,4,2,1,1,0
"ENSMUSG00000101171",0,0,0,0,0,0,0
"ENSMUSG00000025935",3489,2610,2575,2147,2089,2174,2216
"ENSMUSG00000025937",967,858,749,664,715,684,705
"ENSMUSG00000102982",2,19,15,1,3,2,6
"ENSMUSG00000067813",0,0,0,0,0,1,0
"ENSMUSG00000077368",0,0,0,0,0,0,0
"ENSMUSG00000097711",0,0,1,2,1,0,0
"ENSMUSG00000102166",0,0,0,0,0,0,4
"ENSMUSG00000089358",0,0,0,0,0,0,0
"ENSMUSG00000104209",0,0,0,0,0,0,0
"ENSMUSG00000025932",44,65,61,48,66,71,65
"ENSMUSG00000095853",0,0,0,0,0,0,0
"ENSMUSG00000102588",3,0,0,0,0,0,0
"ENSMUSG00000054493",0,0,0,7,12,12,12
"ENSMUSG00000025930",0,2,0,72,104,115,116
"ENSMUSG00000103492",0,0,0,1,4,4,0
"ENSMUSG00000081201",1,2,2,3,0,1,0
"ENSMUSG00000082193",8,5,4,7,2,6,4
"ENSMUSG00000032769",1,2,1,19,13,19,33
"ENSMUSG00000088159",0,0,0,0,0,0,0
"ENSMUSG00000073737",3,3,0,3,3,3,1
"ENSMUSG00000092083",8,25,15,23,30,36,40
"ENSMUSG00000102937",0,0,0,0,0,0,0
"ENSMUSG00000104149",0,2,0,0,0,0,0
"ENSMUSG00000088829",0,0,0,0,0,0,0
"ENSMUSG00000077377",0,0,0,0,0,0,0
"ENSMUSG00000101652",0,0,0,0,0,0,0
"ENSMUSG00000100814",0,0,0,0,0,0,0
"ENSMUSG00000025925",833,697,648,447,421,463,343
"ENSMUSG00000104379",1,3,5,4,2,4,3
"ENSMUSG00000032719",4,5,7,4,14,3,9
"ENSMUSG00000088943",0,0,0,0,0,0,0
"ENSMUSG00000100652",0,1,0,1,0,1,0
"ENSMUSG00000067795",1,0,0,3,1,0,1
"ENSMUSG00000043716",27720,23884,23388,18052,16486,17791,17307
"ENSMUSG00000025921",226,207,172,298,270,329,294
"ENSMUSG00000104165",0,0,0,0,1,0,0
"ENSMUSG00000100868",0,1,0,1,4,1,0
"ENSMUSG00000025920",843,734,712,1361,1435,1473,1559
"ENSMUSG00000089982",0,0,0,0,1,0,0
"ENSMUSG00000025939",1151,623,684,901,795,975,902
"ENSMUSG00000102457",3,2,1,3,3,1,3
"ENSMUSG00000079658",4654,3009,2955,3274,3064,3070,3284
"ENSMUSG00000097744",0,4,6,0,0,1,2
"ENSMUSG00000100959",0,0,0,1,0,0,0
"ENSMUSG00000025940",1622,1449,1234,2195,2241,2221,2498
"ENSMUSG00000025779",80,36,34,88,91,88,65
"ENSMUSG00000100093",0,0,0,0,0,0,0
"ENSMUSG00000091020",7,2,1,0,3,0,3
"ENSMUSG00000101640",0,0,0,0,0,0,0
"ENSMUSG00000104133",0,0,0,0,0,0,0
"ENSMUSG00000042686",342,375,349,716,818,810,814
"ENSMUSG00000100110",0,0,0,0,0,0,0
"ENSMUSG00000025777",43,12,14,113,113,81,127
"ENSMUSG00000099899",0,0,0,0,0,0,0
"ENSMUSG00000100272",0,0,0,0,0,0,0
"ENSMUSG00000100398",0,0,0,0,0,0,0
"ENSMUSG00000101589",3,0,6,4,3,3,4
"ENSMUSG00000102048",0,0,0,0,0,0,0
"ENSMUSG00000089534",0,0,0,0,0,0,0
"ENSMUSG00000067780",21,31,23,321,299,367,239
"ENSMUSG00000100053",6,4,1,1,0,5,0
"ENSMUSG00000085125",9,9,5,9,4,4,0
"ENSMUSG00000025776",251,268,240,111,79,118,85
"ENSMUSG00000099895",3,2,1,0,0,1,0
"ENSMUSG00000100554",0,0,0,0,0,0,0
"ENSMUSG00000099473",0,0,0,0,0,0,0
"ENSMUSG00000099591",1,0,0,0,0,2,1
"ENSMUSG00000109887",3,0,0,5,6,7,4
"ENSMUSG00000102001",0,0,0,0,0,0,0
"ENSMUSG00000101717",0,0,0,0,0,0,0
"ENSMUSG00000025774",0,0,0,1,0,0,0
"ENSMUSG00000070977",0,0,0,0,0,0,0
"ENSMUSG00000073735",0,0,0,0,0,0,0
"ENSMUSG00000067773",0,0,0,0,0,0,0
"ENSMUSG00000101685",0,1,1,0,1,0,1
"ENSMUSG00000101738",0,0,0,0,0,0,0
"ENSMUSG00000101306",0,0,0,0,0,0,0
"ENSMUSG00000088800",0,0,0,0,0,0,0
"ENSMUSG00000101644",0,0,0,0,0,0,0
"ENSMUSG00000099433",0,1,0,0,0,0,0
"ENSMUSG00000089787",0,0,0,0,0,0,0
"ENSMUSG00000042596",1,0,0,3,2,4,5
"ENSMUSG00000100720",11,6,3,9,10,4,8
"ENSMUSG00000025927",7,2,2,6,4,3,7
"ENSMUSG00000100538",0,0,0,0,0,0,0
"ENSMUSG00000101117",0,0,0,0,0,0,0
"ENSMUSG00000100204",1,3,0,0,0,2,3
"ENSMUSG00000084668",0,0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0,0
"ENSMUSG00000043760",0,1,0,1,0,0,1
"ENSMUSG00000104095",0,0,0,0,0,0,0
"ENSMUSG00000089914",0,0,0,0,0,0,0
"ENSMUSG00000090142",0,0,0,0,0,0,0
"ENSMUSG00000070175",0,0,0,0,0,0,0
"ENSMUSG00000065559",0,0,0,0,0,0,0
"ENSMUSG00000099906",0,0,0,0,0,0,0
"ENSMUSG00000065480",0,0,0,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,0,0
"ENSMUSG00000041872",7,7,5,4,1,1,0
"ENSMUSG00000041859",6516,6455,6674,2531,2946,2816,2626
"ENSMUSG00000099714",0,0,0,0,0,0,0
"ENSMUSG00000102121",0,0,0,0,0,0,1
"ENSMUSG00000088858",0,0,0,0,0,0,0
"ENSMUSG00000097934",9,14,3,7,2,7,1
"ENSMUSG00000025931",193,196,158,198,236,258,230
"ENSMUSG00000077314",0,0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0,0
"ENSMUSG00000041809",12,11,9,45,44,38,34
"ENSMUSG00000041779",601,630,628,451,582,579,455
"ENSMUSG00000099971",1,1,0,0,3,0,2
"ENSMUSG00000100819",7,4,2,9,7,2,4
"ENSMUSG00000025933",217,142,155,143,129,137,131
"ENSMUSG00000102633",0,0,0,0,0,0,0
"ENSMUSG00000025934",7,1,0,13,25,21,10
"ENSMUSG00000099343",0,0,0,0,2,0,0
"ENSMUSG00000096375",0,0,0,0,0,1,0
"ENSMUSG00000025936",0,0,0,0,0,0,1
"ENSMUSG00000093963",0,0,0,0,0,0,1
"ENSMUSG00000067750",0,0,0,0,0,0,0
"ENSMUSG00000086194",0,0,0,0,0,0,0
"ENSMUSG00000094436",0,0,0,0,0,0,0
"ENSMUSG00000041722",0,0,0,0,0,1,1
"ENSMUSG00000085507",0,0,0,0,0,0,0
"ENSMUSG00000094926",0,0,0,0,0,0,0
"ENSMUSG00000085079",0,0,2,0,0,1,0
"ENSMUSG00000085679",0,0,0,0,0,0,0
"ENSMUSG00000028033",584,732,634,299,393,342,337
"ENSMUSG00000104138",1,1,0,0,0,0,0
"ENSMUSG00000082935",18,9,11,17,15,12,9
"ENSMUSG00000103748",0,1,0,0,0,0,0
"ENSMUSG00000097109",5,12,13,6,5,9,16
"ENSMUSG00000099692",0,0,0,0,0,0,0
"ENSMUSG00000100418",0,0,0,0,0,0,0
"ENSMUSG00000041670",115,41,27,181,211,196,215
"ENSMUSG00000097642",0,0,0,0,0,0,0
"ENSMUSG00000101468",0,0,0,0,0,0,0
"ENSMUSG00000101227",0,0,0,0,0,0,0
"ENSMUSG00000073730",0,0,0,1,0,0,0
"ENSMUSG00000089553",0,0,0,0,1,0,0
"ENSMUSG00000102766",0,0,0,1,1,2,3
"ENSMUSG00000065405",0,0,0,0,0,0,0
"ENSMUSG00000097970",56,50,48,44,39,34,17
"ENSMUSG00000065567",0,0,0,0,0,0,0
"ENSMUSG00000100775",2,10,5,10,5,10,1
"ENSMUSG00000101226",0,0,0,0,0,0,0
"ENSMUSG00000026158",785,506,413,652,712,676,701
"ENSMUSG00000097920",0,0,0,0,0,0,0
"ENSMUSG00000099503",0,0,0,0,0,0,0
"ENSMUSG00000026156",66,62,76,65,85,48,46
"ENSMUSG00000026155",1042,943,974,719,800,899,770
"ENSMUSG00000026154",555,389,431,632,563,524,683
"ENSMUSG00000102495",4,6,2,1,0,0,3
"ENSMUSG00000026153",1346,1571,1600,1326,1566,1608,1386
"ENSMUSG00000102398",5,2,3,3,5,7,1
"ENSMUSG00000097670",0,0,0,0,0,0,0
"ENSMUSG00000026147",239,207,190,233,262,286,111
"ENSMUSG00000026141",0,0,0,3,3,3,4
"ENSMUSG00000077463",0,0,0,0,0,0,0
"ENSMUSG00000099997",6,1,0,3,3,2,4
"ENSMUSG00000100131",103,48,44,153,157,221,192
"ENSMUSG00000067736",41,24,8,53,48,60,47
"ENSMUSG00000101939",147,44,14,51,53,51,51
"ENSMUSG00000101111",186,41,47,329,315,395,366
"ENSMUSG00000100862",274,86,76,398,330,482,425
"ENSMUSG00000102070",213,69,56,361,324,358,346
"ENSMUSG00000101249",109,22,23,221,168,166,173
"ENSMUSG00000073725",838,738,783,959,966,982,865
"ENSMUSG00000100808",0,0,0,0,0,0,0
"ENSMUSG00000100483",0,0,0,0,0,0,0
"ENSMUSG00000100450",0,0,0,0,0,0,1
"ENSMUSG00000099392",0,0,0,0,0,0,0
"ENSMUSG00000033569",43,10,11,60,107,76,124
"ENSMUSG00000080849",0,0,0,0,0,0,0
"ENSMUSG00000104257",0,0,0,0,0,0,0
"ENSMUSG00000096866",0,0,0,0,0,0,0
"ENSMUSG00000102296",0,0,0,0,0,0,0
"ENSMUSG00000103209",0,0,0,0,0,0,0
"ENSMUSG00000104027",0,0,0,0,0,0,0
"ENSMUSG00000102407",0,0,0,0,0,0,2
"ENSMUSG00000103214",0,0,0,0,0,0,0
"ENSMUSG00000104100",0,0,0,0,0,0,0
"ENSMUSG00000084740",0,0,0,0,0,0,0
"ENSMUSG00000103889",0,0,0,0,0,0,0
"ENSMUSG00000101301",0,0,0,0,0,0,0
"ENSMUSG00000104221",0,0,0,0,0,0,0
"ENSMUSG00000102250",0,0,0,0,0,0,0
"ENSMUSG00000102317",0,0,0,0,0,0,0
"ENSMUSG00000103563",0,0,0,0,0,0,0
"ENSMUSG00000102465",0,0,0,0,0,0,0
"ENSMUSG00000102659",0,0,0,0,0,0,0
"ENSMUSG00000103924",0,0,0,0,0,0,0
"ENSMUSG00000104132",0,0,0,0,0,0,0
"ENSMUSG00000102747",0,0,0,0,0,2,0
"ENSMUSG00000102386",3,0,0,0,1,0,1
"ENSMUSG00000103004",0,0,0,0,0,0,0
"ENSMUSG00000104516",1,0,1,0,0,0,0
"ENSMUSG00000101618",0,0,0,0,0,0,0
"ENSMUSG00000099458",0,0,0,0,0,0,0
"ENSMUSG00000088111",0,0,0,0,0,0,0
"ENSMUSG00000073722",0,0,0,0,0,0,0
"ENSMUSG00000100310",0,0,0,0,0,0,0
"ENSMUSG00000101514",0,0,0,0,0,0,0
"ENSMUSG00000101033",0,0,0,0,0,0,0
"ENSMUSG00000101372",1,0,0,0,0,0,1
"ENSMUSG00000103241",0,0,0,0,0,0,0
"ENSMUSG00000086240",159,51,37,77,48,74,43
"ENSMUSG00000048411",0,0,0,0,0,0,0
"ENSMUSG00000081557",2,0,0,0,2,2,0
"ENSMUSG00000058590",0,0,0,0,0,0,0
"ENSMUSG00000101235",0,0,0,0,0,0,0
"ENSMUSG00000064433",0,0,0,0,0,0,0
"ENSMUSG00000080625",0,0,0,0,0,0,0
"ENSMUSG00000080391",0,0,0,0,0,0,0
"ENSMUSG00000099257",0,0,1,0,0,0,0
"ENSMUSG00000099492",34,30,26,13,18,21,25
"ENSMUSG00000101726",0,0,0,0,0,0,0
"ENSMUSG00000096829",0,0,0,0,0,0,0
"ENSMUSG00000098883",0,0,0,0,0,0,0
"ENSMUSG00000053185",0,0,0,0,0,0,0
"ENSMUSG00000100261",1,2,1,0,1,0,0
"ENSMUSG00000101180",0,0,0,0,0,0,0
"ENSMUSG00000048874",2412,2870,2963,2165,2404,2406,1910
"ENSMUSG00000103783",2,1,0,2,0,0,0
"ENSMUSG00000104315",0,0,0,2,0,1,0
"ENSMUSG00000026064",2067,1511,1620,1468,1568,1439,1390
"ENSMUSG00000086151",0,0,0,0,0,0,2
"ENSMUSG00000086726",0,0,0,0,0,0,0
"ENSMUSG00000087346",0,0,0,0,0,0,0
"ENSMUSG00000100371",0,0,0,0,0,0,0
"ENSMUSG00000100237",0,0,0,0,0,0,0
"ENSMUSG00000086727",0,0,0,0,0,0,0
"ENSMUSG00000100910",0,0,0,0,0,0,0
"ENSMUSG00000099796",0,0,0,0,0,0,0
"ENSMUSG00000050217",0,0,0,0,0,0,0
"ENSMUSG00000026063",0,0,0,0,0,0,0
"ENSMUSG00000077664",0,0,0,0,0,0,0
"ENSMUSG00000100205",0,0,0,0,0,0,0
"ENSMUSG00000100592",0,0,0,0,0,0,0
"ENSMUSG00000094215",0,0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0,0
"ENSMUSG00000070960",18,0,4,4,4,4,3
"ENSMUSG00000088620",0,0,0,0,0,0,0
"ENSMUSG00000082159",0,0,0,0,0,0,0
"ENSMUSG00000026058",30,14,2,46,42,45,35
"ENSMUSG00000064688",0,0,0,0,0,0,0
"ENSMUSG00000103482",0,0,0,1,0,0,0
"ENSMUSG00000104498",1,0,0,0,0,0,0
"ENSMUSG00000104313",0,0,0,0,0,0,0
"ENSMUSG00000102865",0,0,0,3,0,0,0
"ENSMUSG00000102321",0,0,0,0,0,0,0
"ENSMUSG00000091318",0,4,0,3,2,3,3
"ENSMUSG00000089489",0,0,0,0,0,0,0
"ENSMUSG00000104433",0,0,0,0,0,1,0
"ENSMUSG00000089395",0,0,0,0,0,0,0
"ENSMUSG00000102926",0,0,0,0,0,0,0
"ENSMUSG00000100497",0,0,0,0,0,0,0
"ENSMUSG00000102917",0,0,0,0,0,0,0
"ENSMUSG00000100481",2,0,1,5,0,1,0
"ENSMUSG00000100590",0,0,0,0,0,0,0
"ENSMUSG00000088750",0,0,0,0,0,0,0
"ENSMUSG00000104230",0,0,0,0,0,0,0
"ENSMUSG00000101754",0,0,0,0,0,0,0
"ENSMUSG00000065223",0,0,0,0,0,0,0
"ENSMUSG00000100318",0,0,0,0,0,0,0
"ENSMUSG00000101612",0,1,0,2,1,0,2
"ENSMUSG00000065260",0,0,0,0,0,0,0
"ENSMUSG00000026134",925,816,879,432,474,471,476
"ENSMUSG00000101682",1,1,0,0,0,0,1
"ENSMUSG00000102714",0,1,0,0,1,0,0
"ENSMUSG00000102093",1,0,0,0,0,0,0
"ENSMUSG00000103746",24,27,20,19,12,22,14
"ENSMUSG00000102198",2,0,0,0,0,0,0
"ENSMUSG00000004768",630,635,660,504,522,493,498
"ENSMUSG00000042215",2561,2689,2900,2183,2088,2108,2446
"ENSMUSG00000103072",6,17,6,4,6,5,4
"ENSMUSG00000042197",1470,1568,1485,965,1144,1164,1039
"ENSMUSG00000081402",2,4,3,5,3,4,1
"ENSMUSG00000042182",109,66,50,292,331,292,328
"ENSMUSG00000104416",0,3,2,0,0,0,1
"ENSMUSG00000026131",1960,4102,4286,3950,5585,5402,4580
"ENSMUSG00000103596",0,0,1,0,0,0,0
"ENSMUSG00000099382",0,0,0,0,0,0,0
"ENSMUSG00000084506",0,0,0,0,0,0,0
"ENSMUSG00000103364",6,1,0,5,9,2,5
"ENSMUSG00000105982",0,0,0,0,0,0,0
"ENSMUSG00000096992",12,27,22,3,13,14,9
"ENSMUSG00000103001",0,0,0,0,4,0,3
"ENSMUSG00000104397",0,0,0,0,0,0,0
"ENSMUSG00000102839",0,0,0,0,0,0,0
"ENSMUSG00000101206",0,0,0,0,0,0,1
"ENSMUSG00000101462",13,13,4,21,24,18,11
"ENSMUSG00000102336",50,119,95,80,137,120,100
"ENSMUSG00000092852",0,0,0,0,0,0,0
"ENSMUSG00000042111",1373,1174,1174,1133,999,985,1049
"ENSMUSG00000101711",3,2,14,1,8,8,9
"ENSMUSG00000026127",2821,2563,2585,1548,1627,1572,1631
"ENSMUSG00000026126",58,45,61,135,103,106,102
"ENSMUSG00000100280",12,15,5,11,10,20,8
"ENSMUSG00000101223",3,4,6,2,3,3,3
"ENSMUSG00000026125",0,1,0,1,0,2,0
"ENSMUSG00000101116",0,0,0,0,0,0,0
"ENSMUSG00000026124",54,57,90,1,0,1,0
"ENSMUSG00000101803",0,0,3,0,0,0,0
"ENSMUSG00000037529",2,4,6,2,0,0,0
"ENSMUSG00000045815",1,0,0,0,0,0,0
"ENSMUSG00000045174",22,11,16,36,59,42,40
"ENSMUSG00000100524",0,0,0,0,0,0,0
"ENSMUSG00000102499",0,0,0,0,0,0,0
"ENSMUSG00000103521",0,0,0,0,0,0,0
"ENSMUSG00000104098",0,0,0,0,0,0,0
"ENSMUSG00000037509",260,248,277,261,338,311,287
"ENSMUSG00000102537",0,1,0,0,0,0,0
"ENSMUSG00000102612",0,0,0,0,0,0,1
"ENSMUSG00000104002",45,41,27,31,39,21,15
"ENSMUSG00000037503",5403,5876,5454,5221,5993,6203,5782
"ENSMUSG00000104358",4,39,32,10,11,11,4
"ENSMUSG00000026123",1711,1629,1630,2809,2827,2768,3027
"ENSMUSG00000103716",0,0,0,0,0,0,0
"ENSMUSG00000103548",0,3,1,3,1,1,0
"ENSMUSG00000103760",0,0,1,0,0,0,0
"ENSMUSG00000103997",0,0,0,0,0,0,0
"ENSMUSG00000077231",0,0,0,0,0,0,0
"ENSMUSG00000104417",0,0,0,0,0,0,0
"ENSMUSG00000064601",0,0,0,0,0,0,0
"ENSMUSG00000101714",0,0,0,0,0,0,0
"ENSMUSG00000102531",0,0,0,6,6,11,4
"ENSMUSG00000103096",0,3,0,0,2,0,0
"ENSMUSG00000102279",0,1,0,0,0,0,0
"ENSMUSG00000103708",11,5,7,2,1,1,0
"ENSMUSG00000104201",0,0,0,0,0,0,0
"ENSMUSG00000102434",0,2,0,0,1,4,0
"ENSMUSG00000045216",2617,2759,2896,2697,2827,2932,3122
"ENSMUSG00000104523",0,0,0,0,0,0,0
"ENSMUSG00000102202",9,10,24,19,11,5,6
"ENSMUSG00000037470",3542,4292,4423,1899,2474,2260,2064
"ENSMUSG00000098752",0,0,0,0,0,0,0
"ENSMUSG00000047180",37,47,32,288,284,322,302
"ENSMUSG00000037447",114,89,52,461,382,461,382
"ENSMUSG00000102762",0,2,4,1,4,1,0
