"","e9-set3","e9-set5","e9-set6","e10-set2","e10-set3","e10-set5","e10-set6"
"ENSMUSG00000051951",4.73854461589346,4.70062725750153,4.68028140220453,4.76886272871066,4.81186688074782,4.76331494084442,4.79323753331176
"ENSMUSG00000025902",7.73413753892497,7.80608404787334,7.80199219751976,7.5266143051775,7.45111578164869,7.494856742869,7.54612499364699
"ENSMUSG00000103922",4.26925980309527,4.20603922546807,4.2014497786565,4.26365210032365,4.24991915045696,4.22632589493624,4.2465484389395
"ENSMUSG00000033845",11.3605358086751,11.2304118551772,11.2489549010702,11.1249150678376,11.0640861993891,11.2013229882663,11.1567207453802
"ENSMUSG00000102275",4.81027586587969,4.70545804447125,4.68184414333048,4.60484627818742,4.64634272219752,4.67310118024646,4.67168543213908
"ENSMUSG00000025903",12.0987378016332,11.7847220943027,11.7948317630312,11.9355939061655,11.8458122796545,11.8103868581845,11.9162793131759
"ENSMUSG00000033813",12.1564466155672,12.0910728066368,12.1227663508582,12.277663686096,12.2535382933584,12.0689533973405,12.1540107140382
"ENSMUSG00000062588",4.98217820009094,4.88601341891256,4.91821477013876,5.01737645583871,4.94513617764268,4.95142306788557,4.93343091445112
"ENSMUSG00000033793",10.9552028742233,10.7923069235014,10.8257006997773,10.829195173632,10.7597730735891,10.7663421011859,10.8147281938189
"ENSMUSG00000025905",7.46986416290696,7.55628120465831,7.38936099496953,7.283331805449,7.29899044643532,7.3378484372222,7.40969212989291
"ENSMUSG00000025907",10.8432983636142,10.835095444091,10.874019545917,10.9153497758089,10.8771665446251,10.8014923714811,10.8660520867024
"ENSMUSG00000090031",7.62634276747677,7.61756487547074,7.74357177061983,7.59818107437429,7.65467539549885,7.54402174291538,7.59986413499977
"ENSMUSG00000051285",10.4125773623383,10.4028505862312,10.3466303273693,10.5883862379034,10.5427536940615,10.4525173022019,10.5266247858869
"ENSMUSG00000103509",5.78791300839494,6.10010439447587,6.13181706951931,6.08515440500038,6.16128930565962,5.97160354628216,5.91771934959128
